row_number,index_solo,long_solo,lat_solo,alt_solo,pontos_solo,cob_pais_solo,cob_arb_solo,solo_exp_solo,a_pav_solo,a_edf_solo,agua_solo,index,dia,long,lat,hora,temp,ur,alt,v,distance
500467,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,4698,2011-08-29 00:00:00,600296,8279097,21:21:49,31.5830178759028,42.683355448362,228 m,33 km/h,6.70820393249937
500468,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,4699,2011-08-29 00:00:00,600352,8279170,21:21:59,31.5830178759028,42.683355448362,232 m,35 km/h,98.6002028395479
500469,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,4700,2011-08-29 00:00:00,600411,8279246,21:22:09,31.5830178759028,42.683355448362,236 m,35 km/h,194.805030735862
500988,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,5219,2011-08-30 00:00:00,600263,8279054,21:20:29,31.6845598882049,51.072072920792,224 m,30 km/h,47.6340214552582
500989,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,5220,2011-08-30 00:00:00,600315,8279120,21:20:39,31.6845598882049,51.072072920792,228 m,31 km/h,36.4005494464026
500990,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,5221,2011-08-30 00:00:00,600367,8279189,21:20:49,31.6845598882049,50.9745296943684,232 m,33 km/h,122.80065146407
501520,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,5751,2011-09-06 00:00:00,600248,8279034,21:26:36,30.3645137282774,49.9015542037087,224 m,31 km/h,72.6223106214612
501521,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,5752,2011-09-06 00:00:00,600300,8279101,21:26:46,30.3645137282774,49.9015542037087,228 m,33 km/h,12.2065556157337
501522,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,5753,2011-09-06 00:00:00,600355,8279174,21:26:56,30.2629717159752,49.8040109772851,232 m,35 km/h,103.600193050013
502065,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,6296,2011-09-19 00:00:00,600239,8279022,21:27:45,30.2629717159752,51.9499619586044,225 m,36 km/h,87.6184911990614
502066,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,6297,2011-09-19 00:00:00,600299,8279101,21:27:55,30.2629717159752,51.9499619586044,229 m,36 km/h,11.6619037896906
502067,78,600293,8279091,,P17.1,25.0709525676205,31.3265386123089,1.51352410819287,29.046256370051,13.0427283418267,0,6298,2011-09-19 00:00:00,600360,8279180,21:28:05,30.2629717159752,51.9499619586044,234 m,36 km/h,111.400179533069
502602,79,600539,8279407,,P17.3,25.8693571981126,21.2627264361579,7.42816918965094,30.4554570151672,14.9842901609113,0,477,2011-06-21 00:00:00,600429,8279271,21:17:03,25.2874131131714,61.7042846009649,235 m,37 km/h,174.91712323269
