row_number,index_solo,long_solo,lat_solo,alt_solo,pontos_solo,cob_pais_solo,cob_arb_solo,solo_exp_solo,a_pav_solo,a_edf_solo,agua_solo,index,dia,long,lat,hora,temp,ur,alt,v,distance
80,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,79,2016-10-28 00:00:00,609016,8268765, 0:5:34,24.6,61.7,189.6,26.76,61.3921819126833
81,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,80,2016-10-28 00:00:00,609009,8268769, 0:5:35,24.6,61.7,189.7,26.76,69.1230786351418
82,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,81,2016-10-28 00:00:00,609002,8268771, 0:5:36,24.7,61.8,189.6,26.76,76.4002617796562
83,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,82,2016-10-28 00:00:00,608995,8268774, 0:5:37,24.7,61.8,189.6,26.76,83.9344982709732
84,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,83,2016-10-28 00:00:00,608988,8268778, 0:5:38,24.7,61.8,189.9,26.76,91.7605579756357
85,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,84,2016-10-28 00:00:00,608982,8268781, 0:5:39,24.6,61.3,189.9,27.43,98.3717439105356
86,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,85,2016-10-28 00:00:00,608974,8268784, 0:5:40,24.6,61.3,190.2,27.43,106.901824119142
3869,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3868,2016-10-29 00:00:00,609068,8268751, 0:2:46,27.2,49.3,191.9,0.54,8.06225774829855
3870,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3869,2016-10-29 00:00:00,609067,8268751, 0:2:47,27.2,49.3,191.9,0.54,9.05538513813742
3871,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3870,2016-10-29 00:00:00,609066,8268751, 0:2:48,27.2,49.3,191.9,0.54,10.0498756211209
3872,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3871,2016-10-29 00:00:00,609065,8268751, 0:2:49,27.2,49.3,191.9,0.54,11.0453610171873
3873,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3872,2016-10-29 00:00:00,609066,8268751, 0:2:50,27.2,49.3,191.9,0.54,10.0498756211209
3874,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3873,2016-10-29 00:00:00,609066,8268751, 0:2:51,27.2,49.3,191.9,0.13,10.0498756211209
3875,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3874,2016-10-29 00:00:00,609066,8268751, 0:2:52,27.2,49.3,191.9,0.13,10.0498756211209
3876,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3875,2016-10-29 00:00:00,609066,8268751, 0:2:53,27.2,49.4,191.9,0.13,10.0498756211209
3877,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3876,2016-10-29 00:00:00,609066,8268751, 0:2:54,27.2,49.4,191.9,0.13,10.0498756211209
3878,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3877,2016-10-29 00:00:00,609080,8268751, 0:2:55,27.2,49.4,197.2,0.13,4.12310562561766
3879,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3878,2016-10-29 00:00:00,609080,8268751, 0:2:57,27.2,49.3,197,0.13,4.12310562561766
3880,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3879,2016-10-29 00:00:00,609080,8268751, 0:2:58,27.2,49.3,197.1,0.13,4.12310562561766
3881,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3880,2016-10-29 00:00:00,609080,8268751, 0:2:59,27.2,49.3,197.2,0.13,4.12310562561766
