DIA,LONG,LAT,HORA,T(°C) ,Ur (%),ALT (m),V(km/h),Unnamed: 8,LONG,LAT,ALT (m),PONTOS,Unnamed: 4,COB. PAIS (%),COB. ARB.(%),SOLO EXP.(%),A. PAV.(%),A. EDF. (%),ÁGUA(%)
2011-04-26,606921,8269666,19:53:57,26.810543297703184,80.62767052714428,203 m,33 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606836,8269702,19:54:07,26.810543297703184,80.8227569799915,199 m,21 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606782,8269725,19:54:17,26.810543297703184,80.8227569799915,197 m,0.8 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606780,8269726,19:54:27,26.709001285401065,80.8227569799915,197 m,0 km/h,P2,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606780,8269726,19:54:37,26.709001285401065,80.8227569799915,197 m,0 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606780,8269726,19:54:47,26.709001285401065,80.7252137535679,197 m,0 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606780,8269726,19:54:57,26.709001285401065,80.8227569799915,197 m,0 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606780,8269726,19:55:07,26.709001285401065,80.8227569799915,197 m,0 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606780,8269726,19:55:17,26.709001285401065,80.8227569799915,197 m,6 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
2011-04-26,606764,8269733,19:55:27,26.709001285401065,80.9203002064151,198 m,29 km/h,,601022,8272091,,P3.14,,15.55354208578405,17.50963650045303,2.31775112489826,23.534560867361826,40.42684705990755,0.6576623615952824
